company_rating,job_title,job_location,company_industry,company_size,company_type,company_sector,company_career_opportunities_rating,company_comp_and_benefits_rating,company_culture_and_values_rating,company_work/life_balance_rating,reviews_by_same_job_pros,reviews_by_same_job_cons,employee_benefit_reviews
3.7,Operations Data Analyst (VP),United States,Investment & Asset Management,10000+ Employees,Company - Public,Financial Services,3.7,3.7,3.6,3.5,"[""Good Work Life balance and"",""Culture is good and relatively flat"",""Good benefits with a culture"",""Good pay and leaves"",""Great people and office location""]","[""No work life balance and some difficult colleagues"",""Unrealistic expectations and bad culture"",""Bad benefits."",""Low pay and annoying regulatory hurdles"",""4. Terrible pressure, so attrition rate is very high, even high salary does not ensure good people to stay""]","[""Healthcare is offered at higher price tag"",""Health insurance and PTO vacation "",""Vacation time was reasonable but did not like specific dates blocked""]"
4.2,Entry Level Engineers/Scientists/Chemists/Technicians,"Raleigh, NC",Business Consulting,501 to 1000 Employees,Company - Private,Management & Consulting,3.6,3.6,4.4,3.9,"[""The people at ERG are amazing, they are nice and helpful and won't mind giving you pointers.""]",[],"[""Company 401k contribution doesn't need a match."",""10 of the 11 work holiday plus 2 total weeks per year. Not the best but low industry standard"",""Affordable health insurance with the option to add a domestic partner is a great perk! ""]"
3.7,Senior Full-Stack Software Engineer (Onsite),"San Diego, CA",Aerospace & Defense,10000+ Employees,Subsidiary or Business Segment,Aerospace & Defense,3.5,3.6,3.4,3.7,"[""it's fine work and good work life balance"",""good pay"",""Good benefits (401k, PTO, etc)"",""Great management"",""Good people, interesting technology and customers, ripe for opportunities.""]","[""Low Pay compared to Peers"",""Compensation and benefits are just average for the industry, merit increases leave something to be desired, has a big company feel"",""Management changed 4 times while I was employed there."",""Many many incompetant and lazy people who dont care and just bill hours.""]","[""Great 401(k) match at 6% of salary."",""Health benefits are through Cigna and mediocre. 401k matching is fine but not great. Nice thing is that they offer an HSA option and EAP credits."",""401K, PTO, Health Insurance (basic benefits)""]"
3.7,Sr Financial Analyst,"Rochester, NY",Colleges & Universities,10000+ Employees,Company - Private,Education,3.6,3.2,3.7,3.6,"[""Management was great, accommodating and presented opportunities for advancement and to learn new skills."",""The benefits are cheap but the deductible is high so...find out where the worth is."",""Pay is decent, training is fairly efficient."",""warm welcoming culture""]","[""Some management are not so cool."",""Pay and job mobility are bad."",""Benefits are not that wonderful (I have had WAY better in the past) and the PTO/ vacation time is sub par."",""cruddy training, watch and learn only works for some people, and learning under pressure while a patient waits is very stressful.""]","[""Good health and dental insurance "",""Good health and dental insurance "",""best-paid time off\nworst-not sure""]"
3.9,Nyutdannet i 2025? Bli en del av landets sterkeste...,Oslo,Business Consulting,1001 to 5000 Employees,Private Practice / Firm,Management & Consulting,3.8,3.5,3.9,3.8,"[""good salary"",""Supportive management and good projects to work on."",""Good enviroment and nice colleagues"",""Good work life balance compared to other consultancies"",""Good culture and a relaxing environment""]","[""low salary and and and"",""Awful management, to avoid totally this company."",""Isolated from European colleagues and flat structure"",""Alot of dependency on you because of smaller size, and less work life balance"",""Terrible pay, bad culture, boring work, not very nice collegaues""]","[""Good benefits good pay and nice people"",""Benefits are good here, no complaints. "",""Benefits are terrific.  Long hours.  ""]"
3.5,Sales Planning Analyst,"New York, NY",Beauty & Personal Accessories Stores,10000+ Employees,Company - Public,Retail & Wholesale,3.2,3.5,3.4,3.2,"[""Benefit is good and work atmosphere and colleague is good"",""I guess I could say the salary is good and the staff discount is too""]","[""bad management, no structure, cheaters in the game"",""This company offer absolutely no benefits for Full time workers."",""The upper management was useless."",""Good salary good discount for employees"",""Long busy hours during holidays, no weekends off unless booked for holiday, a lot expected for the salary""]","[""Best insurance benefits Ive ever had. "",""Best thing is the discount in the jewelry i work for corporate and the discount is HUGE!! You get items for less than $20 which is awesome "",""401k, paid time off, jewelry discount, health insurance""]"
3.2,Financial Analyst II - west elm,"New York, NY",Home Furniture & Housewares Stores,1001 to 5000 Employees,Subsidiary or Business Segment,Retail & Wholesale,2.9,2.8,3.1,2.9,"[""$24 hourly pay is competitive within the market, but was reduced from $25/hour during the pandemic."",""Great management and great place to work."",""Good people and company values."",""Benefits are great and the furniture is beautiful."",""The office is beautiful, inside and outside.""]","[""And they would expect you to offer interior design services but with the low pay of a sales associate."",""DON’T COVER MANY THINGS AND HUGE OUT OF POCKET PREMIUMS CONFLICTING DIRECTIONS DUE TO POOR MANAGEMENT Avoid this company and Williams"",""Not people friendly, promote wrong people"",""No benefits for part time.""]","[""nothing. the job and perks were awesome"",""The employee discount is decent if you're into furniture and decor. At the time it was nearly 50% off. \n"",""Designer discount is nice to have.""]"
3.8,"Business Analyst, Murex SME","New York, NY",Investment & Asset Management,1001 to 5000 Employees,Company - Public,Financial Services,3.8,3.8,3.5,3.1,"[""Great place to work with a good culture"",""Office location and quality good in the U.K. Management generally good in Europe."",""focus on growth, lots of colleagues very energised""]","[""Bad culture and work environment"",""manipulative management."",""Long hours and pressure to produce"",""If you decided to leave after getting a bonus they could claw it back for up to 5 years on a gross basis.""]","[""great employees very helpful and sweet. manager is great."",""401k, Cigna insurance, 20 PTO for junior/new joiner."",""pretty good deal and well structured plans""]"
3.8,Software Engineer,"San Jose, CA",Internet & Web Services,10000+ Employees,Company - Public,Information Technology,3.4,3.8,3.7,3.8,"[""Work life balance is good"",""good pay and benefits/working policies"",""Good culture best practices and process followed"",""+ Good benefits""]","[""Work life balance is bad"",""no potential growth; low pay compared with other fintech companies; the tech stack is old."",""5 years, the culture has gone for a toss because of them carrying their bad legacy from past companies."",""Better benefits."",""Frequent layoffs and No stability""]","[""Overall, decent benefits, but not over the top."",""Great benefits including unlimited PTO."",""Benefits are good.  However, health insurance provider could be better.""]"
3.8,Software Engineer,"San Jose, CA",Internet & Web Services,10000+ Employees,Company - Public,Information Technology,3.4,3.8,3.7,3.8,"[""Work life balance is good"",""good pay and benefits/working policies"",""Good culture best practices and process followed"",""+ Good benefits""]","[""Work life balance is bad"",""no potential growth; low pay compared with other fintech companies; the tech stack is old."",""5 years, the culture has gone for a toss because of them carrying their bad legacy from past companies."",""Better benefits."",""Frequent layoffs and No stability""]","[""Overall, decent benefits, but not over the top."",""Great benefits including unlimited PTO."",""Benefits are good.  However, health insurance provider could be better.""]"
4.2,Product Manager,"London, England",Health Care Services & Hospitals,1001 to 5000 Employees,Company - Public,Healthcare,3.8,4,3.7,4,"[""Great people, willing to take on new ways of thinking to improve."",""The office is nice in mid boston"",""Company has good benefits."",""Good Pay""]","[""The culture is not good""]","[""Great severance after many years of faithful service.\nInteresting changes coming to Haemo, stay tuned!"",""It's comparable to others out there."",""Average benefit for the company size""]"
